epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,182.48,2.29564,2.82098,2.07023,0.25826,0.25959,0.25277,0.08699,2.39357,2.78226,2.12657,0.000539324,0.000539324,0.000539324
